reference,category,type,subject,date,notifying_country,classification,risk_decision
"2020.3858","meat and meat products (other than poultry)","food","E 127 in frozen sausage","22-09-2020 14:15:02","Sweden","information notification for follow-up","undecided"
"2020.3857","herbs and spices","food","Aflatoxins in spices from Pakistan.","22-09-2020 14:01:59","Greece","border rejection notification","serious"
"2020.3854","other food product / mixed","food","Various Rice Noodles Rejected - GMO","22-09-2020 11:06:26","United Kingdom","border rejection notification","undecided"
"2020.3853","other food product / mixed","food","Rejected Chinese Rice Noodles - GMO","22-09-2020 10:46:31","United Kingdom","border rejection notification","undecided"
"2020.3852","fruits and vegetables","food","Frozen Red Chilli Puree Tablet (Batch B1200701) - Failed for excess pesticides","21-09-2020 18:22:49","United Kingdom","border rejection notification","serious"
"2020.3851","fruits and vegetables","food","Candied green plums with hydroxyanthracene derivatives from China","21-09-2020 17:53:02","Austria","alert notification","serious"
"2020.3849","meat and meat products (other than poultry)","food","Shigatoxin-producing Escherichia coli in AH steak sausage. ","21-09-2020 16:54:22","Netherlands","alert notification","serious"
"2020.3848","nuts, nut products and seeds","food","Aflatoxins in groundnuts from Togo","21-09-2020 16:50:10","Belgium","alert notification","serious"
"2020.3846","fruits and vegetables","food","pepper-Acetamiprid, Pyridaben-Turkey","21-09-2020 15:16:12","Bulgaria","border rejection notification","serious"
"2020.3844","fruits and vegetables","food","Pickled radish - high content of the additive E 954","21-09-2020 13:56:15","Poland","border rejection notification","undecided"
"2020.3840","nuts, nut products and seeds","food","aflatoxins in hazelnut meal from Georgia","21-09-2020 11:18:37","Bulgaria","border rejection notification","serious"
"2020.3837","poultry meat and poultry meat products","food","Salmonella infantis in mechanically separated meat from Belgium","21-09-2020 08:25:53","Belgium","information notification for attention","serious"
"2020.3836","fruits and vegetables","food","Chanterelle (Cantharellus cibarius)","21-09-2020 08:02:06","Latvia","border rejection notification","no risk"
"2020.3835","milk and milk products","food","LISTERIA MONOCYTOGENES IN PRE-PACKED GORGONZOLA FROM ITALY","18-09-2020 18:57:21","France","alert notification","serious"
"2020.3833","fruits and vegetables","food","Maximum level  permitted of aflatoxins exceeded in pistachios","18-09-2020 17:22:23","France","border rejection notification","serious"
"2020.3831","meat and meat products (other than poultry)","food","Salmonella in beef","18-09-2020 16:57:22","Sweden","alert notification","serious"
"2020.3830","poultry meat and poultry meat products","food","Chilled poultry meat - Salmonella Enteritidis","18-09-2020 16:51:03","Poland","information notification for attention","serious"
"2020.3829","dietetic foods, food supplements and fortified foods","food","Missing warning notice for food supplement (Propolis throat spray with honey) from Germany, manufactured in Turkey","18-09-2020 16:41:42","Germany","information notification for follow-up","undecided"
"2020.3826","dietetic foods, food supplements and fortified foods","food","Increased THC content and unauthorised novel food ingredient cannabidiol (CBD) in food supplement from the Czech Republic","18-09-2020 16:09:11","Germany","information notification for follow-up","not serious"
"2020.3825","meat and meat products (other than poultry)","food","Salmonellen in Rohwurst aus Deutschland /// Salmonella in raw sausage from Germany","18-09-2020 15:35:29","Germany","information notification for attention","serious"
"2020.3824","prepared dishes and snacks","food","Listeria monocytogenes in ingredient used in a ready to eat product","18-09-2020 15:29:03","United Kingdom","alert notification","serious"
"2020.3823","fruits and vegetables","food","Nitrates in baby spinach from Netherlands","18-09-2020 15:08:35","Czech Republic","information notification for attention","not serious"
"2020.3818","cereals and bakery products","food","traces of soya in gluten-free coconut, chocolate and orange- and blueberry and chocolate-flavoured oatmeal cookies","18-09-2020 12:40:49","Italy","information notification for follow-up","undecided"
"2020.3746","dietetic foods, food supplements and fortified foods","food"," unauthorised substance Nicotinamide Mononucleotide (NMN) in food supplement","18-09-2020 11:23:56","Switzerland","information notification for follow-up","undecided"
"2020.3815","fruits and vegetables","food","Chlorpyrifos in pomegranate from Turkey ","18-09-2020 09:44:27","Bulgaria","border rejection notification","serious"
"2020.3814","poultry meat and poultry meat products","food","Salmonella infantis Detected in Chicken from Netherlands","18-09-2020 09:01:42","Ireland","information notification for attention","not serious"
"2020.3813","milk and milk products","food","PRESENCE OF SALMONELLA SPP IN RAW MILK CHEESE","17-09-2020 20:45:54","France","alert notification","serious"
"2020.3811","poultry meat and poultry meat products","food","Chlortetracycline in Frozen and chilled duck meat","17-09-2020 17:31:25","Bulgaria","alert notification","serious"
"2020.3810","confectionery","food","food additives E407 carrageenan and E 425 konjac used in mini jelly cups from Vietnam","17-09-2020 17:16:57","Czech Republic","information notification for attention","serious"
"2020.3809","fish and products thereof ","food","mercury in swordfish from Mozambique","17-09-2020 16:50:04","Germany","border rejection notification","serious"
"2020.3807","fish and products thereof ","food","mercury in swordfish from Mozambique","17-09-2020 16:26:12","Germany","border rejection notification","serious"
"2020.3806","fish and products thereof ","food","Temperature failure Frozen Herrings","17-09-2020 15:55:27","United Kingdom","border rejection notification","not serious"
"2020.3805","food contact materials","food contact material","Migration of Cadmium and Lead from Glass Mug unknown origin via Hungary","17-09-2020 15:31:07","Slovakia","alert notification","serious"
"2020.3706","fish and products thereof ","food","Presence of Listeria monocytogenes","17-09-2020 15:22:11","Estonia","information notification for follow-up","serious"
"2020.3804","fish and products thereof ","food","mercury in fish","17-09-2020 15:21:39","Germany","border rejection notification","serious"
"2020.3803","feed materials","feed","exceeding the maximum level of chlorpyrifos in rapeseed","17-09-2020 15:06:06","Poland","information notification for follow-up","undecided"
"2020.3802","fish and products thereof ","food","Listeria monocytogenes (detected/25g) in smoked salmon from Iceland.","17-09-2020 14:21:49","Iceland","information notification for follow-up","undecided"
"2020.3801","fish and products thereof ","food","Temperature failure Frozen Sea Shrimp","17-09-2020 14:21:00","United Kingdom","border rejection notification","not serious"
"2020.3799","dietetic foods, food supplements and fortified foods","food","Online sale of unauthorized products (CBD oil containing 3 % THC), which can be shipped to DE ","17-09-2020 10:22:38","Germany","information notification for attention","undecided"
"2020.3618","fish and products thereof ","food contact material","migration of ESBO from canned salmon","16-09-2020 17:11:48","Luxembourg","information notification for follow-up","not serious"
"2020.3797","nuts, nut products and seeds","food","Kemirinüsse ohne Verzehrhinweis aus Singapur via die Niederlande /// Kemiri nuts without consumption advice from Singapore via the Netherlands","16-09-2020 16:52:53","Germany","information notification for follow-up","undecided"
"2020.3794","meat and meat products (other than poultry)","food","Horse from Denmark without medicine pages in the passport, slaughtered in Poland","16-09-2020 16:08:26","Denmark","information notification for follow-up","undecided"
"2020.3793","fruits and vegetables","food","pepper-Formetanate,Pirimiphos-methyl,Pyridaben-Turkey","16-09-2020 16:04:02","Bulgaria","border rejection notification","serious"
"2020.3790","fish and products thereof ","food","Mercury in chilled swordfish","16-09-2020 12:04:37","France","border rejection notification","serious"
"2020.3786","feed premixtures","feed","Coccidiostats (narasin /nicarbazin) in turkey feed","16-09-2020 10:38:47","Belgium","alert notification","serious"
"2020.3784","fruits and vegetables","food","Blueberries","16-09-2020 09:10:00","Latvia","border rejection notification","not serious"
"2020.3748","nuts, nut products and seeds","food","Weevils have been detected in Sushi Rice white Organic","15-09-2020 17:34:58","Netherlands","information notification for follow-up","not serious"
"2020.3781","food contact materials","food contact material","too high content of formaldehyde in bamboo tableware","15-09-2020 16:32:57","Switzerland","alert notification","serious"
"2020.3711","cereals and bakery products","food","Insects in wholegrain rice from Spain","15-09-2020 16:15:22","Finland","information notification for follow-up","not serious"
"2020.3778","milk and milk products","food","curd mass bar covered chocolate, the presence of mould ","15-09-2020 14:41:57","Poland","information notification for follow-up","undecided"
